CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
729,56,1,68670,3,0,0,69658,0
382,52,6,82279,3,0,0,48498,1
766,20,2,15434,3,0,0,119028,1
794,54,2,195119,2,1,0,21772,0
528,61,4,178847,2,1,0,99385,1
776,61,2,75769,4,0,1,190108,1
450,47,1,66677,3,0,1,199603,0
617,55,9,83555,2,0,0,22940,1
672,51,8,128379,3,1,1,128027,1
414,29,1,176806,2,1,0,26932,1
766,36,10,101665,1,0,1,197899,0
517,54,1,171675,1,0,1,34648,0
679,61,7,68803,3,1,0,42966,1
392,34,8,170404,4,0,1,168849,1
393,27,6,91703,2,1,1,173639,1
634,64,2,21312,2,1,0,158246,0
746,29,8,175251,1,0,0,52598,0
361,33,2,117961,1,1,1,154870,0
444,41,4,40379,4,0,1,158630,1
651,36,8,17297,4,0,1,71084,1
735,25,2,2011,4,0,0,185309,1
602,48,6,120234,3,0,1,141250,1
848,38,0,44014,1,0,1,27118,1
591,34,3,142810,3,0,1,32616,0
384,40,3,94333,1,1,0,141870,1
564,54,6,178570,1,1,0,17601,1
686,33,7,11120,2,1,0,35363,1
439,23,0,139839,1,1,0,12795,0
613,25,4,22852,1,0,1,107462,1
442,42,6,79239,3,1,0,186336,0
759,35,3,132001,1,1,1,112892,0
807,42,3,91575,3,1,1,82833,0
439,29,3,95040,4,0,1,13084,0
767,32,5,148510,1,1,1,105865,0
464,43,6,179587,1,0,0,10731,1
454,58,1,5744,3,1,0,142201,1
740,62,4,173489,4,0,0,169094,0
545,43,3,138141,2,0,0,11605,0
663,64,2,42359,4,1,0,87506,0
463,49,6,150871,3,0,1,54130,1
842,27,10,98746,4,0,0,170337,1
424,33,5,120906,3,1,0,173402,0
762,24,6,7597,3,1,0,78469,1
725,34,4,47093,2,1,0,156259,1
769,40,5,168298,1,0,1,166863,0
566,43,4,114650,3,0,1,100436,0
626,38,6,157489,3,0,1,122341,1
598,39,1,149765,2,1,1,180939,1
513,24,10,120956,3,0,1,141965,1
743,31,4,115598,1,0,0,109694,0
706,32,5,184233,2,0,1,29773,0
806,24,5,133241,1,0,1,14239,0
757,26,4,153124,1,0,1,30863,1
541,25,9,8036,2,0,0,61415,1
576,40,6,31778,3,0,0,78968,0
526,46,9,158806,1,1,1,70430,1
448,35,7,154245,1,1,0,11515,0
845,48,6,161475,1,1,0,107206,1
385,47,4,197393,1,0,1,155677,0
815,56,0,137416,2,0,0,66240,1
846,52,4,18800,2,1,0,15586,1
836,35,9,25372,4,0,0,130419,0
445,59,1,61516,4,1,1,132374,0
501,56,4,20538,1,0,1,41186,0
500,34,4,63918,3,0,1,36928,0
539,31,1,146045,1,1,0,132990,0
573,48,4,71155,3,1,1,97029,1
386,41,3,59500,1,1,0,30711,0
617,52,0,167647,4,1,0,64962,0
718,61,2,173333,4,1,0,30039,0
532,62,0,110659,3,0,1,46561,0
362,51,10,27716,1,0,1,11577,0
628,20,4,134308,3,0,1,117792,1
566,54,3,146920,4,1,1,169422,0
704,60,6,2352,1,1,0,174870,0
710,57,4,133004,1,1,1,20785,0
635,43,9,76449,3,1,0,82227,1
622,40,3,8556,2,1,1,128680,1
718,61,1,86836,3,1,1,71957,0
411,56,3,136570,4,0,1,75431,0
433,32,1,50098,4,0,0,158369,1
717,21,7,195458,4,0,0,81894,1
566,46,2,112169,4,0,0,160653,1
691,39,8,140641,4,0,0,65192,0
746,42,3,126060,2,1,0,11462,0
536,30,5,187954,1,1,1,138848,1
368,35,9,130544,3,1,0,156583,0
526,50,4,340,3,1,0,86106,1
449,33,9,175021,4,1,0,58665,1
745,62,0,82302,3,1,0,185486,1
794,59,8,193515,4,0,1,91010,0
582,61,0,138,2,1,0,82573,1
752,19,7,131430,2,1,1,117803,1
425,52,8,119619,1,1,1,129682,0
614,59,8,85376,2,1,1,23386,1
804,51,0,99931,2,0,0,134069,0
633,47,1,161726,1,0,1,64460,1
555,30,0,156951,3,1,0,147293,0
572,30,9,81532,4,0,0,164546,1
733,35,1,55778,4,0,0,125375,1
401,49,9,37772,3,1,0,122660,1
688,49,7,58478,1,1,0,162117,1
716,52,4,195425,3,1,1,101319,1
493,56,10,26762,2,1,1,126582,0
722,63,6,144355,1,1,0,145994,0
418,46,1,194994,1,0,1,163778,1
448,46,7,170492,1,1,0,52771,1
745,61,10,55568,4,1,1,62335,1
374,33,5,85090,3,1,1,62949,0
785,61,7,20219,1,0,1,105558,0
728,64,0,57169,1,1,1,156312,1
818,27,0,74965,1,1,1,112272,0
833,47,6,177912,3,1,0,12716,1
402,42,7,175767,4,0,0,157646,1
500,56,2,84754,2,1,1,185138,1
493,37,4,77988,4,1,0,161285,0
406,22,0,189414,1,1,1,81916,1
388,18,6,150023,4,0,0,60906,1
458,47,4,132379,4,1,1,10463,1
530,20,7,80388,2,1,1,173045,0
391,62,7,90768,3,1,1,84694,0
535,31,8,35428,3,0,0,161723,0
772,47,6,92021,4,1,0,78694,1
747,21,10,118418,4,1,1,30008,0
572,35,0,170047,3,1,1,80474,1
471,54,2,132212,3,0,0,48185,0
482,42,7,155914,2,0,0,97924,1
512,18,2,26421,1,1,0,44980,0
564,63,7,1708,4,0,0,32504,1
570,32,0,134702,3,0,0,64970,0
584,26,4,150667,4,0,1,26766,0
680,32,3,76021,4,1,0,126944,0
495,41,4,159380,3,1,1,103922,1
588,21,7,44789,2,0,1,152767,0
425,29,9,186762,4,0,0,158868,0
358,54,3,26086,2,0,0,183615,0
423,54,10,16859,3,1,1,155631,0
791,60,3,7684,1,1,0,174211,1
841,23,2,91088,1,0,1,130494,0
750,56,6,132279,4,0,0,18802,1
602,63,2,46099,3,0,0,181277,1
579,41,2,198568,2,0,0,44159,1
356,28,10,66093,4,1,1,21516,1
523,30,9,160761,3,0,0,60492,0
490,51,4,48651,3,1,1,39086,1
517,42,4,13893,2,0,0,123758,1
519,24,5,66418,4,0,1,40480,1
742,21,7,125074,3,0,0,193163,1
783,25,9,103065,3,0,1,138023,0
632,37,5,130351,3,0,1,120195,0
471,46,0,191083,2,1,1,188838,1
543,62,7,38635,4,0,1,48737,1
354,63,7,187187,4,0,1,19265,1
378,27,8,95071,4,0,1,124165,0
514,60,8,78518,4,1,0,129501,0
771,51,1,106233,1,1,1,80990,0
688,43,1,103651,1,1,1,25386,0
485,58,2,72805,4,1,1,114718,0
845,20,0,190026,2,0,0,47425,1
714,23,3,159136,1,0,0,131635,0
670,22,3,122813,3,0,0,184326,0
691,22,8,79063,1,1,1,63634,1
849,64,8,2454,3,0,0,188734,0
494,40,8,20878,4,0,0,96988,0
676,26,9,182170,1,1,1,116337,0
566,52,6,193226,2,1,1,151215,1
650,37,1,144063,1,1,0,156653,0
481,59,9,68344,1,0,1,77443,1
641,52,4,104946,1,0,1,39424,1
419,35,3,36593,4,1,1,98844,0
601,34,10,36304,2,0,1,51984,0
764,41,7,161458,1,1,0,51505,0
624,20,1,186292,2,1,1,112478,0
794,49,5,113613,4,0,0,72699,1
713,52,4,152155,3,1,0,168029,0
531,55,1,18354,1,1,0,166536,1
516,30,10,22190,2,1,0,124012,1
440,64,9,6142,2,0,1,164721,1
551,42,0,159470,4,1,1,183137,1
695,26,7,183043,1,1,1,44758,1
368,21,1,41862,3,1,0,146668,0
388,31,6,184482,2,1,0,26374,1
475,54,8,150575,1,1,0,128686,1
800,51,8,125438,3,1,1,13775,0
522,28,7,48456,2,1,0,37388,0
490,58,10,100167,2,0,1,133800,1
591,20,9,82035,3,0,1,31029,1
569,45,8,8016,3,1,1,93981,0
475,46,1,2384,4,0,1,63639,1
407,26,5,193392,1,0,0,124010,0
497,20,3,146144,1,1,1,155717,0
825,42,3,102239,4,0,0,41105,1
805,51,4,111431,2,1,1,154740,0
666,29,2,80018,3,1,0,157032,1
732,59,0,40510,3,1,0,136519,1
710,26,7,180005,3,1,1,152429,1
772,32,4,21826,2,1,1,112739,0
350,57,2,68026,3,0,1,61796,1
736,42,9,121668,3,1,0,25804,0
810,22,6,156590,4,0,1,137732,1
697,28,6,24045,2,1,1,155698,1
539,51,0,181948,1,1,0,169204,0
540,41,8,90102,4,1,1,17951,1
718,32,1,51919,4,0,0,147521,1
758,55,4,99441,1,1,1,29065,0
661,25,4,158175,4,1,0,111503,0
766,22,7,167260,2,1,0,115072,0
771,43,7,136917,3,1,1,150202,1
466,35,6,167746,2,0,0,99360,0
483,23,6,118325,1,1,1,72287,0
407,54,10,19337,1,0,1,192774,1
393,30,5,153385,4,1,0,178065,0
522,45,5,158015,2,0,1,172947,1
509,22,10,77949,2,0,0,147126,1
522,30,8,276,1,1,0,117357,0
666,34,5,51151,2,1,0,189589,1
652,57,1,148683,1,0,0,39670,0
498,62,1,143016,2,1,0,59112,0
429,49,4,52887,2,1,0,98388,0
723,46,3,81442,2,1,0,99156,0
562,20,10,49847,1,0,0,169379,1
552,57,1,58653,4,1,1,57922,1
601,51,2,56622,2,1,1,103348,0
578,57,6,27810,1,1,0,89335,0
513,44,7,77842,1,0,1,36312,1
576,30,5,122225,2,1,1,76985,0
496,62,10,10503,2,0,1,140744,1
369,50,4,84761,4,1,1,198680,0
790,23,0,168048,1,0,1,110963,1
751,41,7,126439,1,1,1,181349,1
396,36,2,11590,3,1,0,41551,1
582,33,5,141958,1,0,1,99813,0
654,57,2,143938,4,0,1,197669,0
363,45,6,66624,3,0,1,111025,0
492,50,6,199971,3,1,1,134342,0
764,58,8,163864,3,1,0,186284,0
350,30,4,140836,2,1,0,19637,1
722,60,7,120356,2,1,0,53258,1
403,62,9,42727,1,0,0,176765,1
723,42,9,78471,3,1,1,150896,1
608,59,7,8068,4,1,0,139553,1
493,53,0,116923,2,1,0,36950,1
820,44,4,138367,4,1,0,164560,1
790,55,2,172232,4,1,0,137870,0
808,24,0,11390,2,1,1,10215,1
361,22,3,106752,2,1,0,115603,0
679,60,7,151203,2,0,1,21523,1
573,62,2,94754,2,1,0,78689,1
621,48,9,75969,3,1,1,33834,0
805,40,1,146110,3,1,1,44474,1
707,59,10,183399,3,1,0,53066,0
809,27,8,77064,3,0,0,20400,1
757,49,9,21281,1,0,0,135211,0
505,60,4,54189,3,0,0,20345,1
722,47,6,48511,2,0,1,43896,0
357,56,10,122115,4,0,1,38899,0
471,48,10,8605,3,0,0,38229,1
697,35,1,100318,1,1,0,15583,1
513,53,8,132453,2,0,1,145969,0
439,19,8,197706,4,0,0,81537,1
485,31,3,19810,4,1,1,145639,0
535,30,3,155394,3,0,0,84807,1
665,46,5,41869,4,1,1,139648,0
527,29,9,32955,3,1,1,122652,1
377,56,9,61388,3,0,1,154401,0
569,19,9,10207,2,1,1,81792,1
706,49,5,198700,2,0,1,141300,0
390,30,0,159292,1,0,0,47052,0
577,63,8,22031,2,1,1,198841,1
541,44,1,80807,2,1,0,56032,1
760,58,4,71312,3,0,1,43686,0
796,34,8,59766,2,1,1,86981,0
494,57,3,143521,3,1,0,108802,0
550,48,10,89833,3,0,0,143881,0
766,51,2,187771,2,0,0,182857,1
561,41,6,111041,1,1,0,177619,0
810,62,5,116185,1,0,1,52818,0
569,52,7,177164,4,0,0,110422,0
589,23,2,194743,4,0,1,81927,1
762,36,4,10350,2,0,0,89465,0
746,47,9,100859,1,0,0,123221,1
395,24,3,68487,3,0,1,47333,1
384,27,3,148694,4,0,1,136457,1
602,58,3,123853,3,1,0,26576,1
739,49,9,53117,4,0,1,129875,1
431,51,7,189466,2,1,1,49405,1
720,45,5,101084,1,1,1,104000,1
605,32,2,23782,4,1,1,41601,0
546,47,9,28454,1,0,1,77946,0
652,54,4,67904,3,0,1,62116,1
758,46,5,129936,2,1,1,114186,0
799,39,4,146664,1,0,1,72894,0
359,21,5,153245,2,1,0,175707,1
661,37,7,164276,1,0,1,17465,0
635,49,6,166668,3,0,0,66754,1
591,53,4,165396,3,1,1,102850,0
600,21,9,122258,2,1,1,119765,1
714,44,5,111668,3,1,1,102691,1
354,34,3,192274,4,0,1,48871,0
468,29,8,124184,1,1,0,39511,0
638,39,3,161822,3,0,0,90960,1
723,34,0,16566,4,0,1,189893,1
414,27,6,138262,2,0,0,75776,1
495,18,6,38333,4,1,1,54462,0
573,39,3,121929,2,1,1,42574,0
588,43,2,89571,2,1,0,112072,0
